movieId,title,date,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18
104,Happy Gilmore,820454400.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
105,"Bridges of Madison County, The",788918400.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
106,Nobody Loves Me (Keiner liebt mich),757382400.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
107,Muppet Treasure Island,820454400.0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
108,Catwalk,788918400.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
109,Headless Body in Topless Bar,788918400.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
110,Braveheart,788918400.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
111,Taxi Driver,189302400.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
112,Rumble in the Bronx,788918400.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
113,Before and After,820454400.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
114,Margaret's Museum,788918400.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
115,Happiness Is in the Field,788918400.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
116,Anne Frank Remembered,788918400.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
117,"Young Poisoner's Handbook, The",788918400.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
118,If Lucy Fell,820454400.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
119,"Steal Big, Steal Little",788918400.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
120,Race the Sun,820454400.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
121,"Boys of St. Vincent, The",725846400.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
122,Boomerang,694224000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
123,Chungking Express,757382400.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
124,"Star Maker, The (Uomo delle stelle, L')",788918400.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
125,Flirting With Disaster,820454400.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
126,"NeverEnding Story III, The",757382400.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
127,"Silence of the Palace, The (Saimt el Qusur)",757382400.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
128,Jupiter's Wife,757382400.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
129,Pie in the Sky,788918400.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
130,Angela,788918400.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
131,Frankie Starlight,788918400.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
132,Jade,788918400.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
133,Nueba Yol,788918400.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
134,Sonic Outlaws,788918400.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
135,Down Periscope,820454400.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
136,From the Journals of Jean Seberg,788918400.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
137,Man of the Year,788918400.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
138,"Neon Bible, The",788918400.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
139,Target,788918400.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
140,Up Close and Personal,820454400.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
141,"Birdcage, The",820454400.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
142,Shadows (Cienie),567993600.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
143,Gospa,788918400.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
144,"Brothers McMullen, The",788918400.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
145,Bad Boys,788918400.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,"Amazing Panda Adventure, The",788918400.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,"Basketball Diaries, The",788918400.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
148,"Awfully Big Adventure, An",788918400.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
149,Amateur,757382400.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
150,Apollo 13,788918400.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
151,Rob Roy,788918400.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
152,"Addiction, The",788918400.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
153,Batman Forever,788918400.0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
154,Belle de jour,-94694400.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
155,Beyond Rangoon,788918400.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
156,Blue in the Face,788918400.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
157,Canadian Bacon,757382400.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
158,Casper,788918400.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,Clockers,788918400.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
160,Congo,788918400.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
161,Crimson Tide,788918400.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
162,Crumb,757382400.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
163,Desperado,788918400.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
164,Devil in a Blue Dress,788918400.0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
165,Die Hard: With a Vengeance,788918400.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
166,"Doom Generation, The",788918400.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
167,Feast of July,788918400.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
168,First Knight,788918400.0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
169,Free Willy 2: The Adventure Home,788918400.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
170,Hackers,788918400.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
171,Jeffrey,788918400.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
172,Johnny Mnemonic,788918400.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
173,Judge Dredd,788918400.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
174,Jury Duty,788918400.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
175,Kids,788918400.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
176,Living in Oblivion,788918400.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
177,Lord of Illusions,788918400.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
178,Love & Human Remains,725846400.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
179,Mad Love,788918400.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
180,Mallrats,788918400.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
181,Mighty Morphin Power Rangers: The Movie,788918400.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,Moonlight and Valentino,788918400.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
183,Mute Witness,757382400.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
184,Nadja,757382400.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
185,"Net, The",788918400.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
186,Nine Months,788918400.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
187,Party Girl,788918400.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
188,"Prophecy, The",788918400.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
189,Reckless,788918400.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
190,Safe,788918400.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
191,"Scarlet Letter, The",788918400.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
192,"Show, The",788918400.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
193,Showgirls,788918400.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
194,Smoke,788918400.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
195,Something to Talk About,788918400.0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
196,Species,788918400.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
197,"Stars Fell on Henrietta, The",788918400.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
198,Strange Days,788918400.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les)",-189388800.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
200,"Tie That Binds, The",788918400.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
201,Three Wishes,788918400.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
202,Total Eclipse,788918400.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
203,"To Wong Foo, Thanks for Everything! Julie Newmar",788918400.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
204,Under Siege 2: Dark Territory,788918400.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,Unstrung Heroes,788918400.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
206,Unzipped,788918400.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
207,"Walk in the Clouds, A",788918400.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
208,Waterworld,788918400.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209,White Man's Burden,788918400.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
210,Wild Bill,788918400.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
211,"Browning Version, The",757382400.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
212,Bushwhacked,788918400.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
213,Burnt By the Sun (Utomlyonnye solntsem),757382400.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
214,Before the Rain (Pred dozhdot),757382400.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
215,Before Sunrise,788918400.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
216,Billy Madison,788918400.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
217,"Babysitter, The",788918400.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
218,Boys on the Side,788918400.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
219,"Cure, The",788918400.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
220,Castle Freak,788918400.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
222,Circle of Friends,788918400.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
223,Clerks,757382400.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
224,Don Juan DeMarco,788918400.0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
225,Disclosure,757382400.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
226,Dream Man,788918400.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
227,Drop Zone,757382400.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,Destiny Turns on the Radio,788918400.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
229,Death and the Maiden,757382400.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
230,Dolores Claiborne,757382400.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
231,Dumb & Dumber,757382400.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
232,Eat Drink Man Woman,757382400.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
233,Exotica,757382400.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
234,Exit to Eden,757382400.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
235,Ed Wood,757382400.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
236,French Kiss,788918400.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
237,Forget Paris,788918400.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
238,Far From Home: The Adventures of Yellow Dog,788918400.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
239,"Goofy Movie, A",788918400.0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
240,Hideaway,788918400.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
241,Fluke,788918400.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
242,Farinelli: il castrato,757382400.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
243,Gordy,788918400.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
244,Gumby: The Movie,788918400.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245,"Glass Shield, The",757382400.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
246,Hoop Dreams,757382400.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
247,Heavenly Creatures,757382400.0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0
248,Houseguest,757382400.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
249,Immortal Beloved,757382400.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
250,Heavyweights,757382400.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
251,"Hunted, The",788918400.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
252,I.Q.,757382400.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
253,Interview with the Vampire,757382400.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
254,Jefferson in Paris,788918400.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
255,"Jerky Boys, The",757382400.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
256,Junior,757382400.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
257,Just Cause,788918400.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
258,"Kid in King Arthur's Court, A",788918400.0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0
259,Kiss of Death,788918400.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
260,Star Wars: Episode IV - A New Hope,220924800.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
261,Little Women,757382400.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
262,"Little Princess, A",788918400.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
